Age,Gender,Race,Education,WorkClass,Occupation,MaritalStatus,HoursPerWeek,CapitalGain,CapitalLoss,NativeCountry,IncomeClass
38,Male,White,Some College,Private,Sales,Married,48,5853,0,USA,0
55,Female,White,Some College,Private,Healthcare,Married,27,0,0,USA,1
38,Male,White,Master's,Private,Education,Single,44,0,0,USA,1
35,Male,White,Some College,Private,Healthcare,Married,35,0,0,Germany,1
31,Female,Black,Some College,Unemployed,Healthcare,Divorced,0,2096,0,USA,0
45,Male,Hispanic,Some College,Government,Tech,Married,34,0,0,USA,1
33,Male,Asian,Bachelor's,Private,Management,Married,39,5443,0,USA,1
43,Male,Other,Some College,Government,Blue Collar,Single,35,0,0,China,0
42,Female,White,Bachelor's,Private,Blue Collar,Divorced,38,0,1885,USA,0
34,Male,Black,HS Grad,Private,Blue Collar,Married,55,0,0,USA,0
23,Male,Other,HS Grad,Government,Clerical,Divorced,29,0,0,USA,1
27,Female,Black,Some College,Government,Management,Single,44,4594,0,China,1
29,Female,White,HS Grad,Private,Healthcare,Single,25,0,0,Other,0
27,Female,White,Some College,Private,Clerical,Single,42,0,0,USA,0
45,Female,Black,No HS,Private,Education,Single,46,0,0,USA,0
65,Female,White,HS Grad,Private,Management,Married,42,0,1420,USA,0
33,Male,White,Master's,Private,Education,Married,42,0,0,USA,1
35,Male,White,Bachelor's,Private,Tech,Married,45,0,0,USA,1
32,Female,White,No HS,Unemployed,Clerical,Single,0,0,1725,UK,0
50,Male,White,Bachelor's,Government,Management,Single,33,0,0,Canada,1
45,Female,Asian,Some College,Private,Clerical,Married,37,0,2276,USA,0
39,Male,Hispanic,Bachelor's,Private,Management,Married,29,0,0,USA,1
25,Female,Hispanic,HS Grad,Self-Employed,Sales,Married,40,0,823,Germany,0
28,Female,Asian,Some College,Self-Employed,Clerical,Married,32,22415,0,USA,1
42,Female,Black,PhD,Private,Blue Collar,Married,56,0,0,USA,1
42,Female,White,Some College,Private,Clerical,Divorced,40,1531,22,Germany,1
39,Male,White,Bachelor's,Private,Management,Single,41,7347,0,USA,1
47,Male,White,Bachelor's,Self-Employed,Clerical,Married,46,0,1486,USA,1
25,Female,White,HS Grad,Private,Management,Single,50,0,0,USA,0
43,Male,Black,HS Grad,Self-Employed,Healthcare,Married,23,0,0,USA,0
42,Female,Hispanic,HS Grad,Private,Tech,Single,37,0,3860,USA,0
28,Male,White,HS Grad,Private,Clerical,Single,60,0,0,USA,0
32,Male,White,Some College,Unemployed,Tech,Married,0,0,0,USA,0
48,Female,Black,Master's,Private,Tech,Married,42,1908,0,India,1
26,Male,White,Some College,Private,Management,Married,35,0,0,USA,1
69,Male,White,PhD,Self-Employed,Tech,Single,41,0,0,USA,1
46,Male,White,Some College,Private,Clerical,Single,19,2950,0,USA,1
39,Male,White,Some College,Private,Sales,Single,35,0,0,USA,1
36,Female,Other,Master's,Private,Blue Collar,Single,43,0,0,China,1
49,Female,Black,Associate,Private,Clerical,Married,34,0,0,Germany,1
35,Male,White,Some College,Private,Healthcare,Married,32,0,0,USA,1
35,Male,Hispanic,Some College,Self-Employed,Blue Collar,Divorced,27,0,0,China,1
57,Female,Black,Some College,Private,Education,Married,16,0,0,USA,1
34,Male,White,HS Grad,Private,Management,Widowed,44,0,0,UK,0
41,Female,Asian,Some College,Private,Healthcare,Single,41,0,0,USA,1
30,Male,Black,Some College,Private,Tech,Single,31,0,0,Germany,1
43,Male,White,Bachelor's,Private,Tech,Married,23,0,561,USA,1
46,Male,White,No HS,Private,Blue Collar,Widowed,43,0,840,USA,0
60,Male,White,Bachelor's,Private,Clerical,Married,50,8211,182,Canada,0
28,Female,Black,HS Grad,Private,Tech,Married,38,0,0,USA,0
22,Male,White,Associate,Private,Management,Single,56,0,0,USA,1
36,Female,White,Bachelor's,Government,Blue Collar,Married,42,0,42,USA,1
32,Male,White,Bachelor's,Private,Blue Collar,Married,34,0,0,Germany,1
39,Female,White,Master's,Private,Healthcare,Married,39,0,0,India,1
46,Male,White,Master's,Private,Management,Married,39,0,0,USA,1
67,Female,Asian,Associate,Private,Tech,Single,41,0,0,India,0
34,Male,Hispanic,Associate,Private,Blue Collar,Married,37,0,81,Canada,1
18,Female,Black,Associate,Private,Education,Single,31,0,0,USA,0
37,Male,White,Some College,Self-Employed,Education,Single,48,0,0,China,0
44,Female,White,Bachelor's,Private,Sales,Divorced,28,0,0,USA,1
28,Male,Black,Some College,Private,Clerical,Single,49,0,0,Germany,0
42,Female,Asian,Bachelor's,Self-Employed,Healthcare,Divorced,40,0,0,USA,1
41,Male,Black,Associate,Private,Clerical,Married,51,0,0,USA,1
43,Male,Asian,Some College,Private,Healthcare,Married,38,0,1403,USA,0
49,Male,White,Some College,Private,Blue Collar,Divorced,52,0,0,USA,1
39,Male,Other,Associate,Private,Management,Single,60,0,0,USA,1
46,Male,White,Some College,Self-Employed,Clerical,Single,44,0,1336,Mexico,0
18,Male,White,Some College,Unemployed,Education,Divorced,0,0,0,USA,0
28,Female,Asian,Bachelor's,Unemployed,Tech,Single,0,0,0,USA,0
35,Female,Hispanic,Some College,Self-Employed,Blue Collar,Single,36,0,2363,USA,1
27,Female,White,Associate,Private,Management,Single,44,5476,192,USA,1
40,Male,White,No HS,Private,Education,Single,27,0,64,USA,1
35,Female,Asian,HS Grad,Private,Management,Single,59,0,0,USA,1
34,Female,White,Bachelor's,Private,Healthcare,Single,38,0,982,USA,0
50,Other,Other,Master's,Private,Education,Married,45,0,0,USA,1
41,Female,Hispanic,Some College,Private,Management,Single,41,0,0,USA,0
26,Male,Asian,Some College,Self-Employed,Management,Single,40,0,0,USA,1
32,Male,White,Some College,Private,Management,Married,23,0,0,Other,0
49,Male,Other,Some College,Private,Sales,Married,45,0,474,India,1
42,Female,Black,Bachelor's,Self-Employed,Blue Collar,Single,48,0,0,UK,0
54,Female,White,HS Grad,Unemployed,Healthcare,Divorced,0,12162,0,Other,0
50,Male,White,Some College,Private,Clerical,Single,43,0,853,China,1
35,Female,White,Bachelor's,Government,Clerical,Married,35,0,308,Other,1
57,Female,Black,No HS,Private,Management,Married,31,0,0,USA,0
58,Male,White,HS Grad,Unemployed,Sales,Widowed,0,0,0,USA,0
18,Female,White,Some College,Government,Education,Single,58,0,0,USA,1
40,Male,White,Associate,Private,Healthcare,Married,38,0,0,USA,0
33,Female,White,Associate,Private,Management,Single,24,0,0,UK,1
36,Male,White,HS Grad,Government,Education,Single,44,0,0,USA,0
30,Female,Asian,Some College,Private,Management,Single,21,0,0,USA,1
28,Male,Hispanic,Some College,Government,Clerical,Married,47,0,1138,Germany,1
50,Female,Other,Some College,Private,Clerical,Married,41,0,433,India,1
25,Male,White,No HS,Private,Clerical,Married,33,0,835,USA,0
41,Male,Asian,HS Grad,Unemployed,Healthcare,Single,0,0,0,USA,0
23,Female,White,Bachelor's,Government,Healthcare,Married,29,9168,0,China,1
55,Female,Asian,Some College,Private,Clerical,Divorced,32,0,0,USA,1
40,Male,White,Associate,Government,Sales,Married,38,0,0,Canada,1
48,Male,White,Bachelor's,Private,Sales,Single,50,0,0,USA,1
42,Female,White,Bachelor's,Private,Education,Married,60,650,0,USA,1
36,Female,White,PhD,Private,Healthcare,Single,41,0,0,Other,1
40,Female,White,HS Grad,Government,Sales,Married,30,0,0,USA,1
58,Female,White,No HS,Private,Sales,Married,41,0,0,UK,1
29,Male,Black,Some College,Private,Management,Single,32,6867,0,USA,1
18,Female,Other,Master's,Private,Blue Collar,Widowed,38,0,0,USA,1
30,Male,White,HS Grad,Private,Sales,Single,31,0,0,USA,1
25,Male,Hispanic,Some College,Private,Education,Divorced,10,3006,0,USA,1
51,Female,Black,Some College,Private,Clerical,Divorced,33,0,0,Germany,0
37,Male,Black,Associate,Government,Education,Single,20,0,1583,USA,1
49,Female,White,Some College,Private,Clerical,Married,34,0,0,USA,1
40,Female,Black,PhD,Government,Education,Married,49,0,0,USA,1
40,Male,Asian,Bachelor's,Private,Blue Collar,Single,43,2879,0,China,1
41,Male,Black,Bachelor's,Private,Education,Divorced,35,3818,0,India,1
57,Male,Black,Some College,Private,Clerical,Married,34,0,0,Other,0
42,Female,White,Bachelor's,Private,Blue Collar,Married,36,5353,0,USA,1
53,Male,White,Some College,Private,Education,Single,40,11778,0,China,1
52,Male,Black,Bachelor's,Private,Blue Collar,Widowed,45,0,0,USA,1
38,Male,White,Bachelor's,Private,Clerical,Married,49,0,0,USA,1
39,Male,White,Associate,Private,Healthcare,Single,39,247,0,USA,1
35,Male,Asian,HS Grad,Private,Tech,Married,40,11857,0,USA,0
55,Male,Black,Some College,Private,Sales,Divorced,43,0,0,Other,0
28,Male,Asian,Bachelor's,Private,Sales,Single,52,0,144,USA,1
31,Female,White,Associate,Self-Employed,Blue Collar,Divorced,18,0,0,USA,1
36,Female,Hispanic,Bachelor's,Private,Clerical,Single,28,0,0,USA,1
26,Male,White,Some College,Private,Clerical,Divorced,49,0,0,Germany,1
32,Male,Asian,Bachelor's,Private,Blue Collar,Single,46,0,0,USA,1
53,Female,White,Some College,Private,Healthcare,Single,37,0,0,Other,1
47,Female,Black,Bachelor's,Private,Management,Single,49,0,0,USA,0
34,Female,White,Some College,Private,Healthcare,Single,59,12339,0,USA,1
49,Female,White,Associate,Self-Employed,Education,Single,50,0,0,USA,1
64,Male,White,No HS,Government,Sales,Married,49,0,0,USA,1
43,Male,White,Some College,Private,Management,Single,31,0,0,USA,1
57,Other,Hispanic,HS Grad,Private,Management,Married,51,0,0,Canada,0
50,Male,White,HS Grad,Private,Tech,Single,48,4897,1605,USA,1
36,Female,Black,Some College,Unemployed,Blue Collar,Married,0,0,0,USA,0
42,Male,Other,Some College,Private,Management,Married,40,0,0,USA,1
46,Male,White,Bachelor's,Private,Sales,Single,40,0,2837,USA,1
31,Male,White,Some College,Private,Education,Married,37,467,0,USA,0
18,Female,Asian,Master's,Government,Healthcare,Single,38,0,0,USA,1
29,Male,Hispanic,Some College,Private,Healthcare,Single,41,0,0,Germany,1
18,Male,White,Some College,Private,Tech,Married,52,0,0,USA,1
30,Male,White,Bachelor's,Private,Management,Married,36,0,0,Canada,1
19,Female,White,Associate,Unemployed,Education,Single,0,0,0,USA,0
50,Female,White,HS Grad,Private,Clerical,Married,39,0,607,USA,1
25,Male,Hispanic,Some College,Self-Employed,Education,Divorced,39,0,0,USA,0
46,Male,White,No HS,Private,Education,Divorced,26,0,0,Germany,0
49,Female,White,HS Grad,Private,Blue Collar,Married,60,0,0,USA,0
48,Male,Asian,HS Grad,Private,Blue Collar,Widowed,40,0,0,China,0
18,Male,White,No HS,Private,Tech,Divorced,52,0,0,USA,0
53,Female,White,HS Grad,Government,Clerical,Single,51,0,0,USA,1
45,Male,White,Bachelor's,Private,Blue Collar,Married,42,0,0,USA,1
49,Female,Black,Associate,Private,Education,Married,30,7364,0,USA,1
61,Female,Asian,Associate,Private,Management,Married,48,0,0,USA,1
49,Female,White,Bachelor's,Self-Employed,Sales,Married,52,0,755,China,1
25,Male,White,Associate,Private,Management,Married,27,0,0,USA,0
47,Male,White,Associate,Private,Healthcare,Married,43,0,0,USA,1
21,Female,Asian,Associate,Private,Healthcare,Married,26,0,0,USA,0
39,Male,White,Associate,Private,Tech,Married,51,0,2087,USA,1
33,Other,White,Associate,Private,Management,Divorced,27,0,0,USA,1
40,Female,Asian,HS Grad,Unemployed,Tech,Married,0,0,0,China,0
21,Female,White,No HS,Private,Management,Widowed,42,0,0,USA,0
23,Male,White,HS Grad,Private,Clerical,Divorced,34,0,0,USA,1
34,Male,White,Associate,Private,Blue Collar,Married,24,0,0,USA,1
37,Female,White,Some College,Unemployed,Sales,Divorced,0,0,332,Mexico,0
34,Female,Asian,Some College,Self-Employed,Tech,Single,26,0,0,Mexico,0
57,Female,White,Some College,Private,Healthcare,Single,23,11784,0,Canada,0
45,Female,White,Bachelor's,Private,Clerical,Single,38,0,0,USA,1
44,Female,White,Associate,Private,Blue Collar,Single,43,0,0,USA,1
35,Female,Asian,No HS,Private,Blue Collar,Married,30,0,0,USA,1
23,Male,White,HS Grad,Private,Clerical,Single,22,0,0,USA,1
39,Other,Black,Some College,Private,Management,Married,45,0,2053,Canada,0
61,Female,Black,HS Grad,Private,Healthcare,Married,40,0,1390,USA,0
42,Male,White,HS Grad,Unemployed,Management,Married,0,2190,0,USA,0
53,Female,Black,No HS,Private,Tech,Single,60,0,0,USA,0
54,Male,Asian,PhD,Private,Healthcare,Married,30,1157,0,UK,1
46,Female,Asian,HS Grad,Unemployed,Blue Collar,Married,0,0,0,USA,0
42,Female,Asian,Some College,Private,Sales,Widowed,46,0,0,China,1
28,Female,Hispanic,Associate,Private,Tech,Single,51,0,0,Canada,1
37,Male,White,HS Grad,Government,Sales,Divorced,20,0,1406,India,1
35,Female,White,Bachelor's,Private,Blue Collar,Single,50,0,2565,Other,1
43,Male,White,Some College,Private,Tech,Married,45,0,0,USA,1
23,Male,White,Associate,Private,Healthcare,Single,24,0,0,China,1
33,Male,White,HS Grad,Private,Healthcare,Married,48,0,0,India,1
44,Female,White,Associate,Government,Sales,Widowed,53,0,211,USA,1
31,Female,White,No HS,Self-Employed,Healthcare,Married,60,0,0,India,0
29,Other,White,Some College,Self-Employed,Tech,Married,54,0,0,USA,0
30,Female,White,Some College,Private,Healthcare,Single,47,0,1851,USA,1
36,Male,White,No HS,Unemployed,Management,Single,0,0,0,USA,0
18,Female,White,Some College,Government,Tech,Single,32,780,0,USA,1
31,Male,Asian,Some College,Private,Management,Married,48,0,1472,UK,0
51,Male,Hispanic,HS Grad,Private,Tech,Single,46,0,533,UK,0
43,Male,White,HS Grad,Private,Tech,Divorced,26,11718,0,USA,1
45,Male,Asian,Some College,Private,Management,Divorced,11,297,0,USA,0
18,Female,White,HS Grad,Private,Blue Collar,Married,30,0,0,USA,0
35,Male,Asian,Some College,Private,Sales,Married,48,0,0,USA,1
38,Male,Asian,Associate,Private,Sales,Single,59,0,0,USA,1
45,Female,Asian,Associate,Private,Sales,Married,37,0,2083,USA,1
53,Female,Hispanic,Bachelor's,Private,Education,Single,39,0,0,Canada,1
51,Female,Hispanic,Associate,Self-Employed,Tech,Married,35,0,0,USA,1
32,Male,Hispanic,Some College,Private,Tech,Single,37,0,0,Other,1
33,Male,White,Some College,Self-Employed,Blue Collar,Divorced,47,2723,2100,USA,1
56,Male,White,HS Grad,Government,Healthcare,Married,46,512,0,Mexico,1
35,Female,White,Master's,Private,Management,Single,38,0,692,USA,1
27,Male,White,Master's,Self-Employed,Healthcare,Married,44,1283,0,India,1
37,Other,White,Bachelor's,Government,Clerical,Single,23,3249,1209,USA,1
56,Male,Other,HS Grad,Private,Tech,Married,24,0,0,USA,0
29,Female,White,Bachelor's,Private,Clerical,Single,53,0,449,Other,1
34,Male,White,Master's,Private,Tech,Single,54,10506,827,USA,1
29,Female,Black,Master's,Private,Clerical,Married,53,0,0,USA,1
51,Male,White,Master's,Private,Sales,Single,43,0,0,USA,1
43,Female,Hispanic,Associate,Government,Sales,Married,45,0,0,USA,1
51,Male,White,HS Grad,Self-Employed,Sales,Single,33,0,1321,USA,0
58,Male,Black,Some College,Self-Employed,Education,Single,50,974,0,India,1
21,Male,White,HS Grad,Private,Blue Collar,Single,37,0,0,USA,0
30,Female,White,Bachelor's,Private,Education,Married,40,0,0,India,1
34,Male,White,HS Grad,Private,Education,Married,39,0,621,USA,1
40,Male,White,HS Grad,Private,Blue Collar,Single,33,0,0,Other,0
46,Male,White,HS Grad,Unemployed,Clerical,Single,0,0,0,USA,0
34,Male,White,Some College,Private,Sales,Single,39,0,0,Canada,0
31,Female,White,Some College,Private,Tech,Married,53,6995,0,USA,1
51,Male,White,Some College,Government,Education,Married,40,0,177,USA,1
46,Male,Other,HS Grad,Private,Blue Collar,Married,48,0,0,USA,1
43,Male,White,Some College,Private,Education,Married,55,0,0,USA,1
18,Female,White,Master's,Private,Tech,Divorced,55,0,0,USA,1
54,Male,White,Master's,Private,Blue Collar,Single,30,0,0,USA,1
42,Male,White,Some College,Private,Blue Collar,Married,47,0,637,Other,1
38,Female,Other,HS Grad,Self-Employed,Sales,Single,36,0,0,USA,0
30,Male,White,PhD,Government,Blue Collar,Single,37,0,0,USA,1
32,Female,White,HS Grad,Private,Sales,Married,27,0,0,India,1
29,Male,White,Bachelor's,Private,Healthcare,Single,23,7563,0,USA,1
18,Male,White,HS Grad,Unemployed,Healthcare,Single,0,4481,608,Other,0
30,Male,Black,Master's,Government,Blue Collar,Single,30,0,0,UK,1
20,Male,Black,HS Grad,Government,Clerical,Married,37,1309,0,USA,1
39,Female,White,Some College,Private,Sales,Single,49,0,0,Other,1
26,Female,White,Associate,Government,Tech,Single,43,0,0,Germany,1
48,Male,White,No HS,Government,Management,Married,37,2415,0,UK,0
20,Female,White,Some College,Private,Education,Widowed,48,0,0,USA,1
54,Male,Asian,Some College,Private,Sales,Married,50,0,0,USA,1
50,Male,Hispanic,Some College,Private,Tech,Single,38,15541,0,USA,1
27,Female,White,No HS,Private,Education,Married,33,0,0,USA,0
38,Male,White,Associate,Private,Clerical,Married,47,0,0,USA,1
29,Male,White,Some College,Government,Blue Collar,Single,42,0,0,USA,1
46,Female,Asian,HS Grad,Private,Blue Collar,Married,58,13517,0,USA,1
61,Female,White,HS Grad,Private,Clerical,Single,32,0,1551,Canada,1
54,Female,White,Bachelor's,Private,Management,Married,44,0,0,USA,1
31,Male,White,HS Grad,Private,Education,Divorced,30,0,0,USA,1
41,Female,White,Associate,Government,Sales,Single,37,0,0,China,1
58,Female,White,No HS,Private,Healthcare,Married,50,0,0,USA,0
46,Male,White,Master's,Self-Employed,Tech,Married,34,0,3449,USA,1
52,Male,White,No HS,Private,Healthcare,Married,22,0,0,Germany,1
47,Male,White,Some College,Private,Blue Collar,Married,51,0,0,Mexico,0
40,Female,White,Associate,Private,Education,Divorced,41,3551,0,USA,1
39,Male,Asian,Associate,Private,Education,Single,46,0,0,USA,0
25,Female,Asian,Bachelor's,Self-Employed,Healthcare,Married,31,0,0,Other,0
30,Male,White,Master's,Government,Blue Collar,Single,50,0,0,Mexico,1
29,Female,White,Associate,Private,Tech,Single,22,1666,746,USA,1
35,Male,White,Associate,Private,Sales,Single,22,0,0,USA,0
41,Female,White,No HS,Government,Education,Married,48,0,0,USA,1
38,Male,White,Some College,Private,Education,Married,39,0,0,USA,1
42,Female,Hispanic,HS Grad,Private,Tech,Married,41,5426,0,USA,1
47,Male,White,Some College,Private,Clerical,Married,42,0,0,China,0
35,Female,Hispanic,HS Grad,Private,Blue Collar,Single,42,0,0,USA,0
48,Male,Hispanic,Bachelor's,Private,Management,Married,15,0,0,Other,1
53,Female,White,Some College,Private,Clerical,Married,32,5770,0,USA,1
44,Male,Asian,HS Grad,Self-Employed,Healthcare,Single,29,0,464,USA,0
33,Female,White,Some College,Private,Healthcare,Single,48,0,0,USA,0
51,Male,White,Some College,Government,Healthcare,Divorced,34,0,0,Mexico,1
45,Female,White,Some College,Government,Education,Married,29,0,0,USA,1
47,Female,White,HS Grad,Private,Blue Collar,Single,23,0,0,USA,1
58,Female,White,Bachelor's,Private,Education,Married,38,0,0,USA,0
48,Male,Hispanic,No HS,Private,Clerical,Married,36,350,1828,Canada,0
58,Male,Hispanic,HS Grad,Government,Management,Single,43,0,0,China,1
38,Female,White,Some College,Unemployed,Education,Married,0,1202,0,Mexico,0
34,Female,Asian,Associate,Private,Sales,Married,53,0,0,USA,1
53,Male,White,No HS,Private,Education,Single,46,0,218,USA,0
28,Female,White,Associate,Private,Tech,Married,57,0,0,China,1
62,Female,Hispanic,HS Grad,Government,Blue Collar,Single,42,0,0,USA,1
55,Male,White,HS Grad,Private,Sales,Married,51,0,0,USA,1
41,Female,Black,No HS,Private,Education,Married,33,0,744,USA,0
54,Male,Hispanic,Some College,Private,Education,Married,33,0,0,USA,1
